line_number,structure_id,inspection_status,file,feature,defect,description,severity,position
L24A,L24A_76,APPROVED,DJI_20230620011852_0045_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_76,APPROVED,DJI_20230620011852_0045_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_76,APPROVED,DJI_20230620011852_0045_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_77,APPROVED,DJI_20230620012204_0076_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_77,APPROVED,DJI_20230620012221_0079_Z.JPG,Environmental,['raptor nest'],,LOW,1
L24A,L24A_77,APPROVED,DJI_20230620012204_0076_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_77,APPROVED,DJI_20230620012204_0076_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_78,APPROVED,DJI_20230620012518_0108_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_78,APPROVED,DJI_20230620012518_0108_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_78,APPROVED,DJI_20230620012613_0122_Z.JPG,Environmental,['raptor nest'],,LOW,3
L24A,L24A_78,APPROVED,DJI_20230620012518_0108_W.JPG,Insulator,['porcelain'],,LOW,0
L24A,L24A_79,APPROVED,DJI_20230620012811_0140_W.JPG,Insulator,['porcelain'],,LOW,1
L24A,L24A_79,APPROVED,DJI_20230620012811_0140_W.JPG,Insulator,['porcelain'],,LOW,1
L24A,L24A_79,APPROVED,DJI_20230620012811_0140_W.JPG,Insulator,['porcelain'],,LOW,1
L24A,L24A_8,APPROVED,DJI_20230615054251_0057_Z.JPG,Insulator,['porcelain'],,LOW,7
L24A,L24A_8,APPROVED,DJI_20230615054251_0057_Z.JPG,Insulator,['porcelain'],,LOW,7
L24A,L24A_8,APPROVED,DJI_20230615054248_0056_Z.JPG,Insulator,['porcelain'],,LOW,7
L24A,L24A_80,APPROVED,DJI_20230620013035_0172_W.JPG,good,[],,GOOD,0
L24A,L24A_81,APPROVED,DJI_20230620040802_0016_W.JPG,Insulator,['porcelain'],,LOW,4
L24A,L24A_81,APPROVED,DJI_20230620040802_0016_W.JPG,Insulator,['porcelain'],,LOW,4
L24A,L24A_81,APPROVED,DJI_20230620040802_0016_W.JPG,Insulator,['porcelain'],,LOW,4
L24A,L24A_82,APPROVED,DJI_20230620040947_0033_W.JPG,Insulator,['porcelain'],,LOW,1
L24A,L24A_82,APPROVED,DJI_20230620040947_0033_W.JPG,Insulator,['porcelain'],,LOW,1
L24A,L24A_82,APPROVED,DJI_20230620040947_0033_W.JPG,Insulator,['porcelain'],,LOW,1
